uid_a,uid_b,isFriend
11.0,76.0,1.0
11.0,77.0,1.0
11.0,78.0,1.0
11.0,79.0,0.0
11.0,80.0,1.0
11.0,81.0,1.0
11.0,82.0,0.0
11.0,83.0,1.0
11.0,84.0,0.0
11.0,85.0,1.0
11.0,86.0,1.0
11.0,87.0,0.0
11.0,88.0,1.0
11.0,89.0,0.0
11.0,90.0,1.0
11.0,91.0,0.0
11.0,92.0,1.0
11.0,93.0,1.0
11.0,94.0,0.0
11.0,95.0,0.0
11.0,96.0,1.0
11.0,97.0,1.0
11.0,98.0,1.0
11.0,99.0,1.0
0.0,12.0,1.0
1.0,12.0,1.0
2.0,12.0,0.0
3.0,12.0,0.0
4.0,12.0,0.0
5.0,12.0,1.0
6.0,12.0,1.0
7.0,12.0,1.0
8.0,12.0,0.0
9.0,12.0,0.0
10.0,12.0,0.0
11.0,12.0,0.0
12.0,13.0,0.0
12.0,14.0,1.0
12.0,15.0,1.0
12.0,16.0,1.0
12.0,17.0,1.0
12.0,18.0,1.0
12.0,19.0,1.0
12.0,20.0,1.0
12.0,21.0,1.0
12.0,22.0,0.0
12.0,23.0,0.0
12.0,24.0,0.0
12.0,25.0,0.0
12.0,26.0,1.0
12.0,27.0,1.0
12.0,28.0,0.0
12.0,29.0,0.0
12.0,30.0,0.0
12.0,31.0,1.0
12.0,32.0,0.0
12.0,33.0,1.0
12.0,34.0,1.0
12.0,35.0,0.0
12.0,36.0,0.0
12.0,37.0,1.0
12.0,38.0,0.0
12.0,39.0,1.0
12.0,40.0,0.0
12.0,41.0,1.0
12.0,42.0,0.0
12.0,43.0,1.0
12.0,44.0,0.0
12.0,45.0,0.0
12.0,46.0,0.0
12.0,47.0,1.0
12.0,48.0,0.0
12.0,49.0,1.0
12.0,50.0,1.0
12.0,51.0,0.0
12.0,52.0,1.0
12.0,53.0,0.0
12.0,54.0,1.0
12.0,55.0,1.0
12.0,56.0,1.0
12.0,57.0,1.0
12.0,58.0,0.0
12.0,59.0,1.0
12.0,60.0,1.0
12.0,61.0,0.0
12.0,62.0,1.0
12.0,63.0,0.0
12.0,64.0,0.0
12.0,65.0,1.0
12.0,66.0,1.0
12.0,67.0,1.0
12.0,68.0,0.0
12.0,69.0,0.0
12.0,70.0,1.0
12.0,71.0,0.0
12.0,72.0,1.0
12.0,73.0,1.0
12.0,74.0,0.0
12.0,75.0,1.0
12.0,76.0,0.0
12.0,77.0,1.0
12.0,78.0,1.0
12.0,79.0,1.0
12.0,80.0,1.0
12.0,81.0,1.0
12.0,82.0,1.0
12.0,83.0,0.0
12.0,84.0,0.0
12.0,85.0,0.0
12.0,86.0,1.0
12.0,87.0,1.0
12.0,88.0,0.0
12.0,89.0,1.0
12.0,90.0,1.0
12.0,91.0,0.0
12.0,92.0,0.0
12.0,93.0,1.0
12.0,94.0,1.0
12.0,95.0,1.0
12.0,96.0,1.0
12.0,97.0,0.0
12.0,98.0,1.0
12.0,99.0,0.0
0.0,13.0,1.0
1.0,13.0,0.0
2.0,13.0,0.0
3.0,13.0,1.0
4.0,13.0,1.0
5.0,13.0,1.0
6.0,13.0,1.0
7.0,13.0,1.0
8.0,13.0,1.0
9.0,13.0,0.0
10.0,13.0,1.0
11.0,13.0,0.0
12.0,13.0,1.0
13.0,14.0,1.0
13.0,15.0,1.0
13.0,16.0,1.0
13.0,17.0,1.0
13.0,18.0,1.0
13.0,19.0,1.0
13.0,20.0,1.0
13.0,21.0,1.0
13.0,22.0,0.0
13.0,23.0,0.0
13.0,24.0,0.0
13.0,25.0,0.0
13.0,26.0,0.0
13.0,27.0,1.0
13.0,28.0,0.0
13.0,29.0,0.0
13.0,30.0,1.0
13.0,31.0,1.0
13.0,32.0,1.0
13.0,33.0,1.0
13.0,34.0,1.0
13.0,35.0,1.0
13.0,36.0,1.0
13.0,37.0,1.0
13.0,38.0,1.0
13.0,39.0,0.0
13.0,40.0,1.0
13.0,41.0,1.0
13.0,42.0,0.0
13.0,43.0,0.0
13.0,44.0,0.0
13.0,45.0,1.0
13.0,46.0,0.0
13.0,47.0,1.0
13.0,48.0,0.0
13.0,49.0,0.0
13.0,50.0,1.0
13.0,51.0,0.0
13.0,52.0,0.0
13.0,53.0,1.0
13.0,54.0,0.0
13.0,55.0,0.0
13.0,56.0,1.0
13.0,57.0,0.0
13.0,58.0,0.0
13.0,59.0,1.0
13.0,60.0,1.0
13.0,61.0,0.0
13.0,62.0,0.0
13.0,63.0,0.0
13.0,64.0,0.0
13.0,65.0,0.0
13.0,66.0,1.0
13.0,67.0,1.0
13.0,68.0,0.0
13.0,69.0,0.0
13.0,70.0,0.0
13.0,71.0,0.0
13.0,72.0,1.0
13.0,73.0,1.0
13.0,74.0,0.0
13.0,75.0,0.0
13.0,76.0,1.0
13.0,77.0,0.0
13.0,78.0,0.0
13.0,79.0,1.0
13.0,80.0,0.0
13.0,81.0,1.0
13.0,82.0,1.0
13.0,83.0,1.0
13.0,84.0,1.0
13.0,85.0,0.0
13.0,86.0,1.0
13.0,87.0,1.0
13.0,88.0,1.0
13.0,89.0,0.0
13.0,90.0,1.0
13.0,91.0,1.0
13.0,92.0,1.0
13.0,93.0,1.0
13.0,94.0,1.0
13.0,95.0,1.0
13.0,96.0,0.0
13.0,97.0,0.0
13.0,98.0,0.0
13.0,99.0,0.0
0.0,14.0,1.0
1.0,14.0,0.0
2.0,14.0,0.0
3.0,14.0,0.0
4.0,14.0,0.0
5.0,14.0,1.0
6.0,14.0,1.0
7.0,14.0,1.0
8.0,14.0,0.0
9.0,14.0,0.0
10.0,14.0,1.0
11.0,14.0,0.0
12.0,14.0,1.0
13.0,14.0,1.0
14.0,15.0,0.0
14.0,16.0,0.0
14.0,17.0,1.0
14.0,18.0,1.0
14.0,19.0,1.0
14.0,20.0,1.0
14.0,21.0,0.0
14.0,22.0,0.0
14.0,23.0,0.0
14.0,24.0,0.0
14.0,25.0,0.0
14.0,26.0,0.0
14.0,27.0,0.0
14.0,28.0,0.0
14.0,29.0,0.0
14.0,30.0,0.0
14.0,31.0,1.0
14.0,32.0,0.0
14.0,33.0,0.0
14.0,34.0,0.0
14.0,35.0,1.0
14.0,36.0,0.0
14.0,37.0,1.0
14.0,38.0,0.0
14.0,39.0,0.0
14.0,40.0,0.0
14.0,41.0,1.0
14.0,42.0,0.0
14.0,43.0,0.0
14.0,44.0,1.0
14.0,45.0,1.0
14.0,46.0,0.0
14.0,47.0,1.0
14.0,48.0,0.0
14.0,49.0,1.0
14.0,50.0,1.0
14.0,51.0,0.0
14.0,52.0,0.0
14.0,53.0,0.0
14.0,54.0,1.0
14.0,55.0,0.0
14.0,56.0,1.0
14.0,57.0,0.0
14.0,58.0,0.0
14.0,59.0,1.0
14.0,60.0,1.0
14.0,61.0,0.0
14.0,62.0,0.0
14.0,63.0,0.0
14.0,64.0,0.0
14.0,65.0,0.0
14.0,66.0,1.0
14.0,67.0,1.0
14.0,68.0,0.0
14.0,69.0,1.0
14.0,70.0,0.0
14.0,71.0,0.0
14.0,72.0,0.0
14.0,73.0,0.0
14.0,74.0,0.0
14.0,75.0,1.0
14.0,76.0,0.0
14.0,77.0,1.0
14.0,78.0,0.0
14.0,79.0,0.0
14.0,80.0,0.0
14.0,81.0,0.0
14.0,82.0,0.0
14.0,83.0,0.0
14.0,84.0,1.0
14.0,85.0,0.0
14.0,86.0,1.0
14.0,87.0,1.0
14.0,88.0,0.0
14.0,89.0,1.0
14.0,90.0,1.0
14.0,91.0,1.0
14.0,92.0,1.0
14.0,93.0,0.0
14.0,94.0,1.0
14.0,95.0,1.0
14.0,96.0,0.0
14.0,97.0,0.0
14.0,98.0,1.0
14.0,99.0,0.0
0.0,15.0,0.0
1.0,15.0,1.0
2.0,15.0,0.0
3.0,15.0,1.0
4.0,15.0,0.0
5.0,15.0,0.0
6.0,15.0,1.0
7.0,15.0,1.0
8.0,15.0,1.0
9.0,15.0,0.0
10.0,15.0,0.0
11.0,15.0,1.0
12.0,15.0,1.0
13.0,15.0,0.0
14.0,15.0,1.0
15.0,16.0,1.0
15.0,17.0,1.0
15.0,18.0,1.0
15.0,19.0,1.0
15.0,20.0,1.0
15.0,21.0,1.0
15.0,22.0,0.0
15.0,23.0,0.0
15.0,24.0,1.0
15.0,25.0,0.0
15.0,26.0,1.0
15.0,27.0,0.0
15.0,28.0,0.0
15.0,29.0,1.0
15.0,30.0,0.0
15.0,31.0,1.0
15.0,32.0,0.0
15.0,33.0,1.0
15.0,34.0,1.0
15.0,35.0,1.0
15.0,36.0,0.0
15.0,37.0,1.0
15.0,38.0,0.0
15.0,39.0,1.0
15.0,40.0,0.0
15.0,41.0,1.0
15.0,42.0,0.0
15.0,43.0,1.0
15.0,44.0,1.0
15.0,45.0,1.0
15.0,46.0,0.0
15.0,47.0,1.0
15.0,48.0,0.0
15.0,49.0,1.0
15.0,50.0,1.0
15.0,51.0,1.0
15.0,52.0,1.0
15.0,53.0,0.0
15.0,54.0,0.0
15.0,55.0,1.0
15.0,56.0,1.0
15.0,57.0,1.0
15.0,58.0,0.0
15.0,59.0,1.0
15.0,60.0,1.0
15.0,61.0,0.0
15.0,62.0,1.0
15.0,63.0,0.0
15.0,64.0,0.0
15.0,65.0,1.0
15.0,66.0,1.0
15.0,67.0,0.0
15.0,68.0,0.0
15.0,69.0,0.0
15.0,70.0,1.0
15.0,71.0,0.0
15.0,72.0,1.0
15.0,73.0,0.0
15.0,74.0,0.0
15.0,75.0,1.0
15.0,76.0,0.0
15.0,77.0,1.0
15.0,78.0,1.0
15.0,79.0,1.0
15.0,80.0,1.0
15.0,81.0,1.0
15.0,82.0,1.0
15.0,83.0,1.0
15.0,84.0,0.0
15.0,85.0,1.0
15.0,86.0,1.0
15.0,87.0,1.0
15.0,88.0,0.0
15.0,89.0,1.0
15.0,90.0,0.0
15.0,91.0,0.0
15.0,92.0,0.0
15.0,93.0,1.0
15.0,94.0,0.0
15.0,95.0,0.0
15.0,96.0,0.0
15.0,97.0,1.0
15.0,98.0,1.0
15.0,99.0,1.0
0.0,16.0,1.0
1.0,16.0,0.0
2.0,16.0,1.0
3.0,16.0,1.0
4.0,16.0,1.0
5.0,16.0,0.0
6.0,16.0,1.0
7.0,16.0,1.0
8.0,16.0,1.0
9.0,16.0,0.0
10.0,16.0,1.0
11.0,16.0,0.0
12.0,16.0,1.0
13.0,16.0,0.0
14.0,16.0,1.0
15.0,16.0,1.0
16.0,17.0,1.0
16.0,18.0,1.0
16.0,19.0,0.0
16.0,20.0,1.0
16.0,21.0,0.0
16.0,22.0,1.0
16.0,23.0,1.0
16.0,24.0,1.0
16.0,25.0,1.0
16.0,26.0,1.0
16.0,27.0,1.0
16.0,28.0,0.0
16.0,29.0,0.0
16.0,30.0,1.0
16.0,31.0,1.0
16.0,32.0,0.0
16.0,33.0,1.0
16.0,34.0,0.0
16.0,35.0,1.0
16.0,36.0,0.0
16.0,37.0,1.0
16.0,38.0,0.0
16.0,39.0,1.0
16.0,40.0,1.0
16.0,41.0,0.0
16.0,42.0,0.0
16.0,43.0,0.0
16.0,44.0,0.0
16.0,45.0,1.0
16.0,46.0,0.0
16.0,47.0,1.0
16.0,48.0,0.0
16.0,49.0,0.0
16.0,50.0,1.0
16.0,51.0,0.0
16.0,52.0,0.0
16.0,53.0,1.0
16.0,54.0,1.0
16.0,55.0,0.0
16.0,56.0,1.0
16.0,57.0,1.0
16.0,58.0,0.0
16.0,59.0,1.0
16.0,60.0,0.0
16.0,61.0,0.0
16.0,62.0,1.0
16.0,63.0,0.0
16.0,64.0,1.0
16.0,65.0,1.0
16.0,66.0,1.0
16.0,67.0,1.0
16.0,68.0,0.0
16.0,69.0,1.0
16.0,70.0,0.0
16.0,71.0,1.0
16.0,72.0,1.0
16.0,73.0,0.0
16.0,74.0,1.0
16.0,75.0,0.0
16.0,76.0,1.0
16.0,77.0,1.0
16.0,78.0,0.0
16.0,79.0,1.0
16.0,80.0,0.0
16.0,81.0,0.0
16.0,82.0,1.0
16.0,83.0,1.0
16.0,84.0,1.0
16.0,85.0,1.0
16.0,86.0,1.0
16.0,87.0,1.0
16.0,88.0,1.0
16.0,89.0,0.0
16.0,90.0,1.0
16.0,91.0,1.0
16.0,92.0,1.0
16.0,93.0,1.0
16.0,94.0,1.0
16.0,95.0,1.0
16.0,96.0,0.0
16.0,97.0,0.0
16.0,98.0,0.0
16.0,99.0,1.0
0.0,17.0,0.0
1.0,17.0,1.0
2.0,17.0,0.0
3.0,17.0,1.0
4.0,17.0,0.0
5.0,17.0,0.0
6.0,17.0,0.0
7.0,17.0,0.0
8.0,17.0,1.0
9.0,17.0,1.0
10.0,17.0,0.0
11.0,17.0,0.0
12.0,17.0,1.0
13.0,17.0,0.0
14.0,17.0,1.0
15.0,17.0,1.0
16.0,17.0,1.0
17.0,18.0,0.0
17.0,19.0,0.0
17.0,20.0,0.0
17.0,21.0,0.0
17.0,22.0,0.0
17.0,23.0,1.0
17.0,24.0,0.0
17.0,25.0,0.0
17.0,26.0,0.0
17.0,27.0,1.0
17.0,28.0,1.0
17.0,29.0,1.0
17.0,30.0,0.0
17.0,31.0,1.0
17.0,32.0,0.0
17.0,33.0,1.0
17.0,34.0,1.0
17.0,35.0,0.0
17.0,36.0,1.0
17.0,37.0,1.0
17.0,38.0,1.0
17.0,39.0,1.0
17.0,40.0,0.0
17.0,41.0,0.0
17.0,42.0,0.0
17.0,43.0,0.0
17.0,44.0,1.0
17.0,45.0,1.0
17.0,46.0,1.0
17.0,47.0,0.0
17.0,48.0,1.0
17.0,49.0,1.0
17.0,50.0,0.0
17.0,51.0,0.0
17.0,52.0,0.0
17.0,53.0,1.0
17.0,54.0,1.0
17.0,55.0,1.0
17.0,56.0,1.0
17.0,57.0,0.0
17.0,58.0,1.0
17.0,59.0,0.0
17.0,60.0,0.0
17.0,61.0,1.0
17.0,62.0,0.0
17.0,63.0,1.0
17.0,64.0,0.0
17.0,65.0,0.0
17.0,66.0,1.0
17.0,67.0,0.0
17.0,68.0,0.0
17.0,69.0,0.0
17.0,70.0,1.0
17.0,71.0,0.0
17.0,72.0,0.0
17.0,73.0,1.0
17.0,74.0,0.0
17.0,75.0,0.0
17.0,76.0,0.0
17.0,77.0,0.0
17.0,78.0,0.0
17.0,79.0,0.0
17.0,80.0,0.0
17.0,81.0,1.0
17.0,82.0,0.0
17.0,83.0,1.0
17.0,84.0,0.0
17.0,85.0,1.0
17.0,86.0,1.0
17.0,87.0,1.0
17.0,88.0,1.0
17.0,89.0,0.0
17.0,90.0,0.0
17.0,91.0,0.0
17.0,92.0,0.0
17.0,93.0,1.0
17.0,94.0,1.0
17.0,95.0,1.0
17.0,96.0,0.0
17.0,97.0,1.0
17.0,98.0,1.0
17.0,99.0,0.0
0.0,18.0,0.0
1.0,18.0,1.0
2.0,18.0,1.0
3.0,18.0,1.0
4.0,18.0,0.0
5.0,18.0,0.0
6.0,18.0,1.0
7.0,18.0,1.0
8.0,18.0,1.0
9.0,18.0,0.0
10.0,18.0,1.0
11.0,18.0,1.0
12.0,18.0,1.0
13.0,18.0,0.0
14.0,18.0,1.0
15.0,18.0,1.0
16.0,18.0,0.0
17.0,18.0,0.0
18.0,19.0,1.0
18.0,20.0,1.0
18.0,21.0,0.0
18.0,22.0,0.0
18.0,23.0,0.0
18.0,24.0,1.0
18.0,25.0,0.0
18.0,26.0,0.0
18.0,27.0,0.0
18.0,28.0,1.0
18.0,29.0,0.0
18.0,30.0,0.0
18.0,31.0,0.0
18.0,32.0,1.0
18.0,33.0,0.0
18.0,34.0,1.0
18.0,35.0,0.0
18.0,36.0,0.0
18.0,37.0,1.0
18.0,38.0,0.0
18.0,39.0,0.0
18.0,40.0,0.0
18.0,41.0,1.0
18.0,42.0,0.0
18.0,43.0,1.0
18.0,44.0,0.0
18.0,45.0,1.0
18.0,46.0,0.0
18.0,47.0,1.0
18.0,48.0,0.0
18.0,49.0,0.0
18.0,50.0,1.0
18.0,51.0,0.0
18.0,52.0,1.0
18.0,53.0,0.0
18.0,54.0,1.0
18.0,55.0,1.0
18.0,56.0,0.0
18.0,57.0,0.0
18.0,58.0,0.0
18.0,59.0,0.0
18.0,60.0,1.0
18.0,61.0,0.0
18.0,62.0,0.0
18.0,63.0,0.0
18.0,64.0,0.0
18.0,65.0,0.0
18.0,66.0,0.0
18.0,67.0,0.0
18.0,68.0,1.0
18.0,69.0,1.0
18.0,70.0,0.0
18.0,71.0,1.0
18.0,72.0,1.0
18.0,73.0,1.0
18.0,74.0,1.0
18.0,75.0,0.0
18.0,76.0,0.0
18.0,77.0,1.0
18.0,78.0,1.0
18.0,79.0,1.0
18.0,80.0,1.0
18.0,81.0,1.0
18.0,82.0,1.0
18.0,83.0,1.0
18.0,84.0,0.0
18.0,85.0,1.0
18.0,86.0,0.0
18.0,87.0,0.0
18.0,88.0,1.0
18.0,89.0,1.0
18.0,90.0,1.0
18.0,91.0,1.0
18.0,92.0,0.0
18.0,93.0,0.0
18.0,94.0,1.0
18.0,95.0,1.0
18.0,96.0,1.0
18.0,97.0,0.0
18.0,98.0,0.0
18.0,99.0,1.0
0.0,19.0,0.0
1.0,19.0,0.0
2.0,19.0,0.0
3.0,19.0,0.0
4.0,19.0,0.0
5.0,19.0,0.0
6.0,19.0,0.0
7.0,19.0,1.0
8.0,19.0,0.0
9.0,19.0,0.0
10.0,19.0,1.0
11.0,19.0,0.0
12.0,19.0,1.0
13.0,19.0,1.0
14.0,19.0,1.0
15.0,19.0,1.0
16.0,19.0,1.0
17.0,19.0,0.0
18.0,19.0,1.0
19.0,20.0,0.0
19.0,21.0,1.0
19.0,22.0,0.0
19.0,23.0,0.0
19.0,24.0,0.0
19.0,25.0,0.0
19.0,26.0,1.0
19.0,27.0,1.0
19.0,28.0,0.0
19.0,29.0,0.0
19.0,30.0,0.0
19.0,31.0,0.0
19.0,32.0,0.0
19.0,33.0,1.0
19.0,34.0,0.0
19.0,35.0,0.0
19.0,36.0,0.0
19.0,37.0,0.0
19.0,38.0,0.0
19.0,39.0,0.0
19.0,40.0,0.0
19.0,41.0,1.0
19.0,42.0,0.0
19.0,43.0,1.0
19.0,44.0,0.0
19.0,45.0,1.0
19.0,46.0,0.0
19.0,47.0,0.0
19.0,48.0,0.0
19.0,49.0,1.0
19.0,50.0,1.0
19.0,51.0,1.0
19.0,52.0,0.0
19.0,53.0,0.0
19.0,54.0,1.0
19.0,55.0,1.0
19.0,56.0,0.0
19.0,57.0,0.0
19.0,58.0,0.0
19.0,59.0,1.0
19.0,60.0,0.0
19.0,61.0,0.0
19.0,62.0,0.0
19.0,63.0,0.0
19.0,64.0,0.0
19.0,65.0,1.0
19.0,66.0,0.0
19.0,67.0,0.0
19.0,68.0,0.0
19.0,69.0,1.0
19.0,70.0,0.0
19.0,71.0,1.0
19.0,72.0,1.0
19.0,73.0,1.0
19.0,74.0,0.0
19.0,75.0,1.0
19.0,76.0,0.0
19.0,77.0,1.0
19.0,78.0,1.0
19.0,79.0,1.0
19.0,80.0,0.0
19.0,81.0,0.0
19.0,82.0,1.0
19.0,83.0,0.0
19.0,84.0,1.0
19.0,85.0,0.0
19.0,86.0,1.0
19.0,87.0,1.0
19.0,88.0,0.0
19.0,89.0,1.0
19.0,90.0,1.0
19.0,91.0,1.0
19.0,92.0,1.0
19.0,93.0,1.0
19.0,94.0,1.0
19.0,95.0,0.0
19.0,96.0,0.0
19.0,97.0,0.0
19.0,98.0,0.0
19.0,99.0,1.0
0.0,20.0,1.0
1.0,20.0,1.0
2.0,20.0,0.0
3.0,20.0,1.0
4.0,20.0,0.0
5.0,20.0,0.0
6.0,20.0,0.0
7.0,20.0,1.0
8.0,20.0,0.0
9.0,20.0,0.0
10.0,20.0,0.0
11.0,20.0,0.0
12.0,20.0,1.0
13.0,20.0,0.0
14.0,20.0,1.0
15.0,20.0,1.0
16.0,20.0,1.0
17.0,20.0,1.0
18.0,20.0,1.0
19.0,20.0,0.0
20.0,21.0,1.0
20.0,22.0,0.0
20.0,23.0,1.0
20.0,24.0,1.0
20.0,25.0,0.0
20.0,26.0,0.0
20.0,27.0,1.0
20.0,28.0,1.0
20.0,29.0,0.0
20.0,30.0,1.0
20.0,31.0,0.0
20.0,32.0,1.0
20.0,33.0,1.0
20.0,34.0,0.0
20.0,35.0,1.0
20.0,36.0,1.0
20.0,37.0,0.0
20.0,38.0,1.0
20.0,39.0,1.0
20.0,40.0,0.0
20.0,41.0,1.0
20.0,42.0,0.0
20.0,43.0,1.0
20.0,44.0,1.0
20.0,45.0,0.0
20.0,46.0,0.0
20.0,47.0,1.0
20.0,48.0,1.0
20.0,49.0,0.0
20.0,50.0,0.0
20.0,51.0,0.0
20.0,52.0,0.0
20.0,53.0,1.0
20.0,54.0,1.0
20.0,55.0,0.0
20.0,56.0,1.0
20.0,57.0,1.0
20.0,58.0,1.0
20.0,59.0,0.0
20.0,60.0,1.0
20.0,61.0,1.0
20.0,62.0,0.0
20.0,63.0,1.0
20.0,64.0,0.0
20.0,65.0,0.0
20.0,66.0,1.0
20.0,67.0,1.0
20.0,68.0,0.0
20.0,69.0,0.0
20.0,70.0,1.0
20.0,71.0,0.0
20.0,72.0,1.0
20.0,73.0,1.0
20.0,74.0,0.0
20.0,75.0,1.0
20.0,76.0,0.0
20.0,77.0,0.0
20.0,78.0,0.0
20.0,79.0,0.0
20.0,80.0,0.0
20.0,81.0,0.0
20.0,82.0,0.0
20.0,83.0,0.0
20.0,84.0,1.0
20.0,85.0,1.0
20.0,86.0,1.0
20.0,87.0,1.0
20.0,88.0,1.0
20.0,89.0,1.0
20.0,90.0,1.0
20.0,91.0,0.0
20.0,92.0,1.0
20.0,93.0,1.0
20.0,94.0,1.0
20.0,95.0,1.0
20.0,96.0,1.0
20.0,97.0,0.0
20.0,98.0,1.0
20.0,99.0,0.0
0.0,21.0,1.0
1.0,21.0,0.0
2.0,21.0,1.0
3.0,21.0,0.0
4.0,21.0,1.0
5.0,21.0,1.0
6.0,21.0,1.0
7.0,21.0,1.0
8.0,21.0,1.0
9.0,21.0,0.0
10.0,21.0,1.0
11.0,21.0,1.0
12.0,21.0,1.0
13.0,21.0,1.0
14.0,21.0,0.0
15.0,21.0,1.0
16.0,21.0,1.0
17.0,21.0,0.0
18.0,21.0,1.0
19.0,21.0,1.0
20.0,21.0,1.0
21.0,22.0,1.0
21.0,23.0,1.0
21.0,24.0,1.0
21.0,25.0,0.0
21.0,26.0,0.0
21.0,27.0,1.0
21.0,28.0,1.0
21.0,29.0,1.0
21.0,30.0,1.0
21.0,31.0,1.0
21.0,32.0,0.0
21.0,33.0,0.0
21.0,34.0,1.0
21.0,35.0,1.0
21.0,36.0,1.0
21.0,37.0,1.0
21.0,38.0,0.0
21.0,39.0,1.0
21.0,40.0,1.0
21.0,41.0,1.0
21.0,42.0,1.0
21.0,43.0,1.0
21.0,44.0,0.0
21.0,45.0,0.0
21.0,46.0,0.0
21.0,47.0,0.0
21.0,48.0,1.0
21.0,49.0,0.0
21.0,50.0,1.0
21.0,51.0,1.0
21.0,52.0,1.0
21.0,53.0,0.0
21.0,54.0,1.0
21.0,55.0,1.0
21.0,56.0,1.0
21.0,57.0,1.0
21.0,58.0,0.0
21.0,59.0,1.0
21.0,60.0,0.0
21.0,61.0,0.0
21.0,62.0,0.0
21.0,63.0,0.0
21.0,64.0,0.0
21.0,65.0,1.0
21.0,66.0,1.0
21.0,67.0,1.0
21.0,68.0,0.0
21.0,69.0,1.0
21.0,70.0,0.0
21.0,71.0,1.0
21.0,72.0,0.0
21.0,73.0,1.0
21.0,74.0,1.0
21.0,75.0,0.0
21.0,76.0,0.0
21.0,77.0,1.0
21.0,78.0,0.0
21.0,79.0,1.0
21.0,80.0,0.0
21.0,81.0,1.0
21.0,82.0,1.0
21.0,83.0,1.0
21.0,84.0,1.0
21.0,85.0,0.0
21.0,86.0,1.0
21.0,87.0,1.0
21.0,88.0,1.0
21.0,89.0,1.0
21.0,90.0,1.0
21.0,91.0,1.0
21.0,92.0,0.0
21.0,93.0,1.0
21.0,94.0,1.0
21.0,95.0,1.0
21.0,96.0,1.0
21.0,97.0,0.0
21.0,98.0,0.0
21.0,99.0,1.0
0.0,22.0,0.0
1.0,22.0,0.0
2.0,22.0,0.0
3.0,22.0,1.0
4.0,22.0,1.0
5.0,22.0,0.0
6.0,22.0,0.0
7.0,22.0,0.0
8.0,22.0,0.0
9.0,22.0,0.0
10.0,22.0,1.0
11.0,22.0,0.0
12.0,22.0,0.0
13.0,22.0,0.0
14.0,22.0,0.0
15.0,22.0,0.0
16.0,22.0,1.0
17.0,22.0,0.0
18.0,22.0,0.0
19.0,22.0,0.0
20.0,22.0,0.0
21.0,22.0,1.0
22.0,23.0,1.0
22.0,24.0,1.0
22.0,25.0,1.0
22.0,26.0,1.0
22.0,27.0,0.0
22.0,28.0,1.0
22.0,29.0,0.0
22.0,30.0,1.0
22.0,31.0,0.0
22.0,32.0,1.0
22.0,33.0,0.0
22.0,34.0,0.0
22.0,35.0,1.0
22.0,36.0,1.0
22.0,37.0,0.0
22.0,38.0,0.0
22.0,39.0,0.0
22.0,40.0,1.0
22.0,41.0,0.0
22.0,42.0,0.0
22.0,43.0,0.0
22.0,44.0,0.0
22.0,45.0,0.0
22.0,46.0,0.0
22.0,47.0,0.0
22.0,48.0,1.0
22.0,49.0,0.0
22.0,50.0,1.0
22.0,51.0,0.0
22.0,52.0,0.0
22.0,53.0,1.0
22.0,54.0,0.0
22.0,55.0,0.0
22.0,56.0,1.0
22.0,57.0,1.0
22.0,58.0,0.0
22.0,59.0,0.0
22.0,60.0,1.0
22.0,61.0,0.0
22.0,62.0,0.0
22.0,63.0,0.0
22.0,64.0,1.0
22.0,65.0,0.0
22.0,66.0,0.0
22.0,67.0,1.0
22.0,68.0,1.0
22.0,69.0,1.0
22.0,70.0,0.0
22.0,71.0,1.0
22.0,72.0,0.0
22.0,73.0,0.0
22.0,74.0,1.0
22.0,75.0,0.0
22.0,76.0,1.0
22.0,77.0,1.0
22.0,78.0,0.0
22.0,79.0,0.0
22.0,80.0,0.0
22.0,81.0,0.0
22.0,82.0,0.0
22.0,83.0,1.0
22.0,84.0,1.0
22.0,85.0,1.0
22.0,86.0,1.0
22.0,87.0,0.0
22.0,88.0,1.0
22.0,89.0,0.0
22.0,90.0,0.0
22.0,91.0,1.0
22.0,92.0,0.0
22.0,93.0,1.0
22.0,94.0,0.0
22.0,95.0,0.0
22.0,96.0,0.0
22.0,97.0,0.0
22.0,98.0,1.0
22.0,99.0,1.0
0.0,23.0,1.0
1.0,23.0,0.0
2.0,23.0,0.0
3.0,23.0,1.0
4.0,23.0,1.0
5.0,23.0,1.0
6.0,23.0,1.0
7.0,23.0,0.0
8.0,23.0,1.0
9.0,23.0,0.0
10.0,23.0,0.0
11.0,23.0,1.0
12.0,23.0,0.0
13.0,23.0,0.0
14.0,23.0,0.0
15.0,23.0,0.0
16.0,23.0,1.0
17.0,23.0,1.0
18.0,23.0,0.0
19.0,23.0,0.0
20.0,23.0,1.0
21.0,23.0,1.0
22.0,23.0,1.0
23.0,24.0,0.0
23.0,25.0,1.0
23.0,26.0,0.0
23.0,27.0,0.0
23.0,28.0,0.0
23.0,29.0,1.0
23.0,30.0,1.0
23.0,31.0,0.0
23.0,32.0,0.0
23.0,33.0,1.0
23.0,34.0,1.0
23.0,35.0,1.0
23.0,36.0,0.0
23.0,37.0,1.0
23.0,38.0,0.0
23.0,39.0,1.0
23.0,40.0,1.0
23.0,41.0,0.0
23.0,42.0,0.0
23.0,43.0,0.0
23.0,44.0,0.0
23.0,45.0,0.0
23.0,46.0,1.0
23.0,47.0,0.0
23.0,48.0,1.0
23.0,49.0,1.0
23.0,50.0,1.0
23.0,51.0,1.0
23.0,52.0,0.0
